CustomerID,TotalTransactions,TotalSpent,MinBalance,MaxBalance,AvgTransaction,TotalReceived_Credit,TotalSpent_Debit,TransactionCount_Channel_ATM,TransactionCount_Channel_Branch,TransactionCount_Channel_BankOnline
289,47.0,14087.86,411.78,14804.7,299.7417021,1790.85,12297.01,16.0,15.0,16.0
290,43.0,10641.6,120.89,14180.21,247.4790698,1533.84,9107.76,9.0,15.0,19.0
291,61.0,22914.14,234.41,14935.5,375.6416393,6271.74,16642.4,14.0,25.0,22.0
292,54.0,16775.15,224.65,14676.05,310.6509259,6393.38,10381.77,15.0,20.0,19.0
293,63.0,20024.61,173.7,14783.33,317.8509524,3803.11,16221.5,22.0,21.0,20.0
294,55.0,14761.21,263.98,14453.35,268.3856364,3828.39,10932.82,17.0,22.0,16.0
295,47.0,15604.68,131.25,14765.41,332.0144681,2155.25,13449.43,8.0,15.0,24.0
296,57.0,15127.23,259.44,14804.7,265.39,3327.73,11799.5,20.0,21.0,16.0
297,55.0,14313.73,201.04,14829.85,260.2496364,3123.74,11189.99,20.0,16.0,19.0
298,53.0,17172.28,106.86,13793.53,324.005283,6109.5,11062.78,20.0,17.0,16.0
299,44.0,11142.71,145.5,11935.14,253.2434091,3727.09,7415.62,11.0,19.0,14.0
300,44.0,10288.77,441.54,14401.17,233.8356818,3285.78,7002.99,17.0,18.0,9.0
301,50.0,10589.56,112.76,13696.31,211.7912,3288.66,7300.9,12.0,21.0,17.0
302,49.0,16910.21,129.79,13856.18,345.1063265,2292.86,14617.35,15.0,15.0,19.0
303,54.0,17875.33,187.9,14576.47,331.0246296,6073.82,11801.51,12.0,21.0,21.0
304,49.0,14335.23,241.79,14851.28,292.5557143,3176.17,11159.06,14.0,18.0,17.0
305,39.0,10751.01,130.76,13586.06,275.6669231,1869.65,8881.36,13.0,14.0,12.0
306,45.0,14895.55,167.28,13645.63,331.0122222,3612.84,11282.71,16.0,12.0,17.0
307,48.0,11409.36,477.03,14328.29,237.695,2669.04,8740.32,16.0,16.0,16.0
308,66.0,14326.92,221.79,14352.33,217.0745455,3875.07,10451.85,22.0,22.0,22.0
309,47.0,14243.67,193.8,14494.18,303.0568085,1745.04,12498.63,18.0,17.0,12.0
310,47.0,14786.98,167.72,14328.29,314.6165957,4255.43,10531.55,13.0,12.0,22.0
311,52.0,17670.18,106.86,14977.99,339.8111538,2170.25,15499.93,15.0,21.0,16.0
312,48.0,12831.87,168.84,14328.29,267.330625,315.2,12516.67,23.0,8.0,17.0
313,38.0,9925.29,164.12,12896.06,261.1918421,2230.33,7694.96,10.0,14.0,14.0
314,67.0,18587.62,106.86,13388.56,277.4271642,5192.68,13394.94,23.0,23.0,21.0
315,46.0,11199.31,213.0,14343.0,243.4632609,1382.25,9817.06,15.0,15.0,16.0
316,48.0,12324.6,167.28,14410.44,256.7625,2593.33,9731.27,21.0,12.0,15.0
317,47.0,18106.36,105.01,12961.53,385.2417021,4115.54,13990.82,22.0,16.0,9.0
318,50.0,14646.94,136.77,14453.35,292.9388,4768.56,9878.38,14.0,20.0,16.0
319,48.0,16525.3,131.25,14576.47,344.2770833,2470.1,14055.2,19.0,17.0,12.0
320,47.0,11420.91,431.16,14563.02,242.9980851,1119.52,10301.39,19.0,14.0,14.0
321,61.0,22353.19,325.15,12904.66,366.4457377,5780.18,16573.01,20.0,18.0,23.0
322,47.0,19284.74,135.96,14268.95,410.313617,5802.5,13482.24,16.0,16.0,15.0
323,42.0,14849.1,185.87,12893.63,353.55,2546.87,12302.23,9.0,13.0,20.0
324,50.0,16368.38,160.83,12958.65,327.3676,2885.48,13482.9,15.0,14.0,21.0
325,51.0,15642.22,164.61,13388.56,306.7101961,3552.75,12089.47,17.0,23.0,11.0
326,52.0,15542.55,192.63,12799.34,298.8951923,3789.75,11752.8,23.0,14.0,15.0
327,53.0,14215.72,112.76,14371.08,268.2211321,2100.56,12115.16,26.0,16.0,11.0
328,40.0,15873.67,264.83,13264.14,396.84175,5311.53,10562.14,5.0,19.0,16.0
329,44.0,12343.05,102.2,14268.95,280.5238636,1747.93,10595.12,19.0,15.0,10.0
330,49.0,15160.71,131.25,14409.74,309.4022449,2752.53,12408.18,18.0,18.0,13.0
331,46.0,12640.5,341.24,14563.02,274.7934783,2715.66,9924.84,13.0,18.0,15.0
332,58.0,18303.8,165.75,13566.58,315.5827586,3658.03,14645.77,15.0,20.0,23.0
333,52.0,15750.1,102.2,11988.12,302.8865385,5510.67,10239.43,23.0,11.0,18.0
334,46.0,15184.48,101.25,14563.02,330.0973913,1706.29,13478.19,12.0,17.0,17.0
335,56.0,16516.56,187.9,13336.15,294.9385714,2050.65,14465.91,25.0,16.0,15.0
336,50.0,12522.97,511.37,14371.08,250.4594,1973.69,10549.28,16.0,15.0,19.0
337,65.0,14670.97,259.77,14798.1,225.7072308,4037.85,10633.12,22.0,21.0,22.0
338,40.0,9573.16,213.36,13523.65,239.329,2693.03,6880.13,15.0,15.0,10.0
339,46.0,15766.63,304.44,14851.28,342.7528261,2744.6,13022.03,17.0,17.0,12.0
340,54.0,14724.72,271.64,14851.28,272.68,3106.61,11618.11,19.0,19.0,16.0
341,60.0,15910.24,160.57,13856.18,265.1706667,3019.87,12890.37,22.0,12.0,26.0
342,49.0,14618.49,290.24,14510.8,298.3365306,2997.76,11620.73,17.0,16.0,16.0
343,51.0,13468.21,112.76,14343.0,264.082549,5130.6,8337.61,14.0,20.0,17.0
344,57.0,15999.8,185.87,10238.82,280.6982456,4931.76,11068.04,13.0,20.0,24.0
345,49.0,14387.63,112.76,14942.78,293.625102,2396.83,11990.8,20.0,18.0,11.0
346,41.0,11189.83,123.24,14942.78,272.9226829,3858.05,7331.78,12.0,14.0,15.0
347,43.0,15948.59,207.74,14935.5,370.8974419,7096.66,8851.93,18.0,17.0,8.0
348,49.0,16767.87,120.89,14494.18,342.2014286,5532.51,11235.36,14.0,19.0,16.0
349,53.0,13971.52,213.0,14395.88,263.6135849,992.84,12978.68,26.0,16.0,11.0
350,50.0,15501.36,364.72,13521.76,310.0272,3520.1,11981.26,14.0,25.0,11.0
351,51.0,16588.2,120.89,14395.88,325.2588235,3081.94,13506.26,17.0,14.0,20.0
352,58.0,14888.3,106.86,14852.42,256.6948276,5104.47,9783.83,14.0,21.0,23.0
353,51.0,12943.81,185.47,14798.1,253.8001961,2512.89,10430.92,15.0,15.0,21.0
354,63.0,20466.91,168.84,14180.21,324.8715873,4178.64,16288.27,22.0,20.0,21.0
355,43.0,11240.82,321.21,14798.1,261.4144186,3354.42,7886.4,15.0,14.0,14.0
356,55.0,15717.73,246.57,14143.32,285.7769091,4676.9,11040.83,21.0,18.0,16.0
357,40.0,10922.51,261.97,14847.97,273.06275,2742.76,8179.75,9.0,18.0,13.0
358,40.0,11066.19,184.72,13884.24,276.65475,3401.27,7664.92,16.0,11.0,13.0
359,49.0,13076.23,221.79,13357.02,266.8618367,3747.23,9329.0,15.0,16.0,18.0
360,46.0,13363.87,135.96,13899.24,290.518913,1661.82,11702.05,21.0,14.0,11.0
361,52.0,14339.41,219.53,14928.35,275.7578846,2651.51,11687.9,20.0,17.0,15.0
362,42.0,11200.66,202.69,14401.17,266.682381,2522.53,8678.13,14.0,17.0,11.0
363,38.0,11702.13,387.65,12995.7,307.9507895,3759.72,7942.41,10.0,17.0,11.0
364,40.0,11391.55,290.59,13560.63,284.78875,4798.01,6593.54,12.0,18.0,10.0
365,49.0,18003.83,192.63,14833.34,367.425102,3178.33,14825.5,22.0,10.0,17.0
366,45.0,16077.81,162.53,13696.31,357.2846667,3360.52,12717.29,15.0,17.0,13.0
367,59.0,18252.62,392.34,13406.0,309.3664407,4795.54,13457.08,18.0,27.0,14.0
368,45.0,12821.57,241.79,14021.4,284.9237778,3512.36,9309.21,18.0,13.0,14.0
369,43.0,14145.32,164.61,12578.75,328.9609302,2517.15,11628.17,11.0,15.0,17.0
370,41.0,11105.93,221.56,14214.48,270.8763415,2411.54,8694.39,10.0,11.0,20.0
371,54.0,15260.35,261.97,14852.42,282.5990741,1947.38,13312.97,17.0,20.0,17.0
372,51.0,16064.25,123.24,12896.68,314.9852941,2350.11,13714.14,19.0,18.0,14.0
373,44.0,13442.62,187.65,14576.47,305.5140909,2071.06,11371.56,12.0,18.0,14.0
374,80.0,28371.7,189.69,13991.5,354.64625,5250.37,23121.33,30.0,32.0,18.0
375,55.0,14285.16,123.24,13694.68,259.7301818,3374.22,10910.94,17.0,15.0,23.0
376,50.0,12893.82,160.57,13899.24,257.8764,3043.34,9850.48,17.0,17.0,16.0
377,43.0,13489.18,105.01,14928.35,313.7018605,2616.05,10873.13,15.0,13.0,15.0
378,54.0,18326.11,185.47,14466.38,339.3724074,3423.6,14902.51,21.0,16.0,17.0
379,44.0,14156.56,151.28,14365.18,321.74,4316.91,9839.65,11.0,22.0,11.0
380,32.0,8832.21,101.25,14852.42,276.0065625,2616.66,6215.55,9.0,16.0,7.0
381,41.0,11713.02,319.04,14942.78,285.6834146,2018.5,9694.52,16.0,16.0,9.0
382,59.0,19270.61,151.42,14639.28,326.6205085,4902.27,14368.34,19.0,20.0,20.0
383,50.0,12368.61,341.94,14576.47,247.3722,2727.15,9641.46,24.0,12.0,14.0
384,51.0,14187.55,476.19,14473.33,278.1872549,2041.74,12145.81,20.0,20.0,11.0
385,39.0,10430.87,162.53,13872.03,267.4582051,2675.55,7755.32,17.0,9.0,13.0
386,57.0,18448.01,290.24,13964.31,323.6492982,2985.7,15462.31,16.0,25.0,16.0
387,49.0,13038.55,185.47,14783.33,266.0928571,3804.16,9234.39,14.0,14.0,21.0
388,47.0,15574.01,193.06,14453.35,331.3619149,4431.84,11142.17,18.0,17.0,12.0
389,47.0,12403.15,234.41,14304.38,263.8968085,4303.07,8100.08,24.0,14.0,9.0
390,58.0,22266.28,201.04,14268.95,383.9013793,2307.28,19959.0,17.0,20.0,21.0
391,40.0,10889.11,167.72,14804.7,272.22775,1017.15,9871.96,10.0,15.0,15.0
392,42.0,14194.9,232.56,12709.58,337.9738095,3529.57,10665.33,10.0,16.0,16.0
393,42.0,12318.53,151.42,13267.09,293.2983333,3064.8,9253.73,15.0,9.0,18.0
394,51.0,15890.57,130.76,13913.92,311.5798039,2916.47,12974.1,18.0,17.0,16.0
395,48.0,13286.81,239.12,13534.3,276.8085417,3063.12,10223.69,18.0,16.0,14.0
396,58.0,17776.85,131.25,14389.45,306.4974138,4490.98,13285.87,20.0,18.0,20.0
397,42.0,11914.86,105.01,14371.08,283.6871429,1378.08,10536.78,13.0,14.0,15.0
398,43.0,14598.29,112.76,14847.97,339.4951163,2980.64,11617.65,15.0,14.0,14.0
399,48.0,17935.62,214.61,14473.33,373.65875,6450.52,11485.1,18.0,18.0,12.0
400,53.0,14463.73,441.54,13891.47,272.900566,4196.48,10267.25,20.0,20.0,13.0
401,52.0,11732.23,151.28,14143.32,225.6198077,2987.49,8744.74,15.0,19.0,18.0
402,38.0,9937.78,202.69,13758.91,261.5205263,692.93,9244.85,12.0,11.0,15.0
403,49.0,12634.23,131.25,14473.33,257.8414286,2660.09,9974.14,14.0,17.0,18.0
404,62.0,19495.1,193.06,14343.0,314.4370968,3141.18,16353.92,23.0,21.0,18.0
405,51.0,13215.12,106.86,12470.62,259.12,6418.18,6796.94,18.0,16.0,17.0
406,46.0,11175.59,129.79,14639.28,242.9476087,5351.29,5824.3,14.0,18.0,14.0
407,46.0,12061.12,129.29,12470.62,262.1982609,6364.37,5696.75,13.0,20.0,13.0
408,53.0,17036.94,192.63,14510.8,321.4516981,4929.1,12107.84,22.0,15.0,16.0
409,47.0,11608.49,136.74,14977.99,246.9891489,1549.18,10059.31,19.0,17.0,11.0
410,46.0,12330.25,325.15,14765.41,268.048913,3018.06,9312.19,19.0,17.0,10.0
411,48.0,18215.66,234.41,13964.31,379.4929167,4298.86,13916.8,18.0,14.0,16.0
412,56.0,15470.17,130.76,14928.35,276.2530357,4379.31,11090.86,15.0,26.0,15.0
413,59.0,15041.69,117.98,14409.74,254.9438983,2329.84,12711.85,20.0,18.0,21.0
414,43.0,13001.03,112.76,11498.01,302.3495349,5015.03,7986.0,14.0,8.0,21.0
415,42.0,13513.96,224.65,14350.11,321.7609524,4606.98,8906.98,15.0,18.0,9.0
416,56.0,16500.63,164.61,14395.88,294.6541071,3895.54,12605.09,21.0,13.0,22.0
417,45.0,13981.13,105.01,14904.9,310.6917778,3325.79,10655.34,12.0,20.0,13.0
418,53.0,14084.55,106.86,14180.21,265.7462264,2929.94,11154.61,22.0,16.0,15.0
419,47.0,10723.01,106.86,14798.1,228.1491489,1645.79,9077.22,17.0,13.0,17.0
420,48.0,11572.45,136.77,14904.9,241.0927083,2296.82,9275.63,21.0,17.0,10.0
421,42.0,12452.31,293.24,14350.11,296.4835714,1786.23,10666.08,16.0,15.0,11.0
422,36.0,7890.31,271.64,13485.0,219.1752778,2190.3,5700.01,17.0,11.0,8.0
423,46.0,15427.71,528.38,14321.73,335.385,1573.01,13854.7,22.0,14.0,10.0
424,49.0,14023.02,271.78,14815.87,286.1840816,2482.41,11540.61,16.0,20.0,13.0
425,62.0,15720.44,225.53,14935.5,253.5554839,5452.62,10267.82,26.0,19.0,17.0
426,55.0,17219.3,167.72,13510.11,313.0781818,7164.43,10054.87,18.0,19.0,18.0
427,44.0,14624.95,112.76,13694.68,332.3852273,4279.59,10345.36,16.0,13.0,15.0
428,45.0,15250.64,207.1,14631.88,338.9031111,4110.46,11140.18,12.0,17.0,16.0
429,59.0,19371.53,117.98,14815.87,328.3310169,3992.66,15378.87,20.0,23.0,16.0
430,65.0,20449.26,187.9,14611.9,314.604,3843.15,16606.11,23.0,27.0,15.0
431,48.0,13776.21,220.51,14611.9,287.004375,2369.32,11406.89,23.0,10.0,15.0
432,58.0,16889.13,344.07,13991.5,291.1918966,2460.02,14429.11,29.0,15.0,14.0
433,48.0,15141.47,241.79,13784.4,315.4472917,2590.63,12550.84,12.0,17.0,19.0
434,53.0,16350.47,273.78,14977.99,308.499434,4076.3,12274.17,18.0,17.0,18.0
435,47.0,12416.53,229.02,14466.38,264.1814894,2098.89,10317.64,15.0,12.0,20.0
436,49.0,14198.34,167.72,14611.9,289.7620408,4260.81,9937.53,21.0,16.0,12.0
437,42.0,14256.92,167.28,14611.9,339.4504762,1957.52,12299.4,19.0,10.0,13.0
438,59.0,17834.0,465.63,14881.77,302.2711864,3443.77,14390.23,18.0,20.0,21.0
439,47.0,12944.07,224.65,14611.9,275.4057447,3685.1,9258.97,18.0,19.0,10.0
440,32.0,11660.91,558.99,13523.65,364.4034375,3199.02,8461.89,6.0,11.0,15.0
441,45.0,11456.01,102.2,14817.22,254.578,2614.43,8841.58,20.0,16.0,9.0
442,50.0,12367.82,167.72,14798.1,247.3564,1141.75,11226.07,19.0,14.0,17.0
443,49.0,17600.46,214.61,14273.42,359.1930612,3906.26,13694.2,18.0,17.0,14.0
444,47.0,14336.57,290.59,14817.22,305.0334043,3234.97,11101.6,10.0,22.0,15.0
445,59.0,19176.72,229.02,13899.24,325.0291525,4108.87,15067.85,22.0,20.0,17.0
446,50.0,12862.61,213.0,14851.28,257.2522,2483.47,10379.14,14.0,14.0,22.0
447,50.0,15555.79,221.56,13779.97,311.1158,4134.88,11420.91,15.0,14.0,21.0
448,59.0,17910.52,164.61,12961.53,303.5681356,3707.56,14202.96,23.0,17.0,19.0
449,60.0,13489.1,453.39,14783.33,224.8183333,2432.95,11056.15,18.0,20.0,22.0
450,52.0,13650.09,135.96,11903.82,262.5017308,3113.01,10537.08,21.0,16.0,15.0
451,51.0,13975.32,232.56,13586.99,274.0258824,3626.48,10348.84,12.0,18.0,21.0
452,49.0,12908.85,222.22,14817.22,263.4459184,4108.65,8800.2,22.0,15.0,12.0
453,48.0,15718.74,300.87,13913.92,327.47375,3530.86,12187.88,15.0,16.0,17.0
454,61.0,16821.49,167.28,14077.97,275.7621311,3552.83,13268.66,17.0,20.0,24.0
455,46.0,10883.48,160.57,13758.91,236.5973913,2162.85,8720.63,16.0,17.0,13.0
456,50.0,15818.96,129.79,14371.08,316.3792,3339.56,12479.4,17.0,19.0,14.0
457,42.0,10865.98,546.46,14365.18,258.7138095,1527.21,9338.77,13.0,14.0,15.0
458,46.0,9645.28,267.53,13586.06,209.68,2807.68,6837.6,17.0,16.0,13.0
459,44.0,13131.96,220.51,13891.47,298.4536364,2776.94,10355.02,10.0,26.0,8.0
460,43.0,15037.61,125.85,14904.9,349.7118605,2477.74,12559.87,10.0,20.0,13.0
461,44.0,11000.36,193.8,14928.35,250.0081818,2270.48,8729.88,14.0,14.0,16.0
462,35.0,9589.07,319.65,14942.78,273.9734286,3351.33,6237.74,9.0,15.0,11.0
463,45.0,12189.69,105.01,13988.12,270.882,2488.62,9701.07,17.0,12.0,16.0
464,46.0,12284.83,135.96,14817.22,267.0615217,2100.74,10184.09,22.0,17.0,7.0
465,50.0,15625.35,213.36,12626.49,312.507,3038.58,12586.77,15.0,20.0,15.0
466,45.0,13428.23,327.68,14304.38,298.4051111,2901.25,10526.98,13.0,14.0,18.0
467,49.0,13385.27,120.89,12719.93,273.1687755,1185.21,12200.06,13.0,18.0,18.0
468,60.0,21449.72,129.79,14453.35,357.4953333,3229.62,18220.1,19.0,18.0,23.0
469,40.0,12538.87,222.22,11123.65,313.47175,4543.09,7995.78,10.0,18.0,12.0
470,55.0,15823.39,219.53,13625.52,287.698,2641.89,13181.5,17.0,16.0,22.0
471,40.0,9445.4,264.83,13498.55,236.135,791.63,8653.77,18.0,14.0,8.0
472,48.0,12922.94,399.0,12801.93,269.2279167,4009.3,8913.64,16.0,12.0,20.0
473,56.0,16292.49,136.77,13648.36,290.9373214,5303.61,10988.88,16.0,26.0,14.0
474,54.0,17338.05,229.02,13267.09,321.075,5376.74,11961.31,22.0,13.0,19.0
475,45.0,8550.79,327.68,14410.44,190.0175556,1533.11,7017.68,17.0,14.0,14.0
476,39.0,10472.54,106.86,13696.61,268.5266667,1662.99,8809.55,10.0,14.0,15.0
477,39.0,15683.48,160.83,12344.9,402.1405128,5221.88,10461.6,8.0,18.0,13.0
478,54.0,15345.9,206.2,14304.38,284.1833333,2706.17,12639.73,15.0,20.0,19.0
479,46.0,13834.32,189.69,14494.18,300.746087,1835.25,11999.07,15.0,14.0,17.0
480,61.0,16860.8,106.86,14928.35,276.4065574,4312.66,12548.14,24.0,19.0,18.0
481,57.0,16237.93,117.98,14389.45,284.8759649,4799.04,11438.89,13.0,23.0,21.0
482,49.0,19362.95,164.61,13884.24,395.1622449,1510.28,17852.67,15.0,15.0,19.0
483,52.0,17877.64,123.24,13948.09,343.8007692,4171.66,13705.98,20.0,16.0,16.0
484,58.0,18998.99,264.83,14851.28,327.5687931,5424.62,13574.37,20.0,16.0,22.0
485,44.0,11554.94,129.79,13273.08,262.6122727,4004.19,7550.75,16.0,18.0,10.0
486,47.0,11366.13,341.94,14765.41,241.8325532,2950.99,8415.14,15.0,14.0,18.0
487,64.0,22462.85,102.2,12526.71,350.9820313,3803.71,18659.14,29.0,19.0,16.0
488,36.0,10634.32,368.78,14343.0,295.3977778,2413.56,8220.76,12.0,11.0,13.0
489,49.0,14457.31,221.56,14881.77,295.0471429,3783.64,10673.67,13.0,20.0,16.0
490,47.0,19134.44,136.77,14783.33,407.1157447,3493.9,15640.54,16.0,16.0,15.0
491,46.0,10434.16,101.25,14928.35,226.8295652,1917.12,8517.04,19.0,15.0,12.0
492,50.0,14803.62,269.01,14268.95,296.0724,2851.96,11951.66,21.0,11.0,18.0
493,63.0,18502.19,187.65,14829.85,293.6855556,3916.16,14586.03,17.0,24.0,22.0
494,51.0,12919.3,352.31,14765.41,253.3196078,3658.17,9261.13,14.0,19.0,18.0
495,53.0,16575.67,233.21,14576.47,312.7484906,1528.65,15047.02,20.0,20.0,13.0
496,52.0,14058.34,145.5,13648.36,270.3526923,4204.9,9853.44,17.0,17.0,18.0
497,52.0,16466.05,136.74,13801.15,316.6548077,3962.55,12503.5,12.0,12.0,28.0
498,51.0,13713.38,160.57,14942.78,268.8898039,3825.39,9887.99,15.0,18.0,18.0
499,59.0,17189.38,287.46,14851.28,291.3454237,4759.52,12429.86,19.0,19.0,21.0
500,46.0,12523.61,267.53,14639.28,272.2523913,2060.57,10463.04,16.0,12.0,18.0
501,55.0,16716.84,185.87,14851.28,303.9425455,2572.59,14144.25,26.0,11.0,18.0
502,49.0,12712.81,106.86,14143.32,259.445102,4767.45,7945.36,17.0,19.0,13.0
503,49.0,13122.5,213.36,14798.1,267.8061224,4074.5,9048.0,11.0,21.0,17.0
504,38.0,10104.2,250.93,14935.5,265.9,3665.81,6438.39,17.0,13.0,8.0
505,41.0,10485.28,117.98,13558.56,255.7385366,1972.53,8512.75,19.0,17.0,5.0
506,61.0,18171.31,248.52,14180.21,297.8903279,4721.75,13449.56,16.0,23.0,22.0
507,47.0,11386.21,106.86,13869.86,242.2597872,2146.69,9239.52,12.0,17.0,18.0
508,46.0,15205.12,125.85,13948.09,330.546087,4259.46,10945.66,15.0,15.0,16.0
509,49.0,16334.21,264.83,13267.09,333.3512245,2747.21,13587.0,18.0,15.0,16.0
510,53.0,16155.45,207.1,14473.33,304.8198113,1169.28,14986.17,15.0,22.0,16.0
511,69.0,18331.67,101.25,14371.08,265.6763768,5228.82,13102.85,18.0,29.0,22.0
512,33.0,7371.23,705.75,14942.78,223.3706061,1116.99,6254.24,14.0,9.0,10.0
513,45.0,11075.29,230.09,12148.32,246.1175556,5712.92,5362.37,5.0,23.0,17.0
514,54.0,14745.15,290.24,14833.34,273.0583333,5518.05,9227.1,16.0,19.0,19.0
515,70.0,21533.52,151.42,14489.69,307.6217143,7669.97,13863.55,30.0,16.0,24.0
516,59.0,17150.47,268.77,14395.88,290.6859322,2259.79,14890.68,22.0,15.0,22.0
517,56.0,13382.83,129.79,14330.47,238.9791071,2681.19,10701.64,19.0,16.0,21.0
518,49.0,18234.92,271.78,13558.56,372.1412245,2308.79,15926.13,21.0,12.0,16.0
519,50.0,15494.46,387.65,14563.02,309.8892,2771.26,12723.2,17.0,15.0,18.0
520,46.0,13196.24,359.06,14576.47,286.8747826,3284.77,9911.47,13.0,17.0,16.0
521,45.0,12513.67,162.53,14510.8,278.0815556,2323.19,10190.48,10.0,20.0,15.0
522,58.0,19396.44,137.42,14328.29,334.4213793,7186.7,12209.74,16.0,20.0,22.0
523,58.0,18749.98,125.85,14371.08,323.2755172,5456.3,13293.68,18.0,18.0,22.0
524,57.0,14876.18,189.69,14466.38,260.985614,2819.18,12057.0,23.0,18.0,16.0
525,50.0,17153.95,202.69,13872.03,343.079,2247.13,14906.82,17.0,19.0,14.0
526,38.0,11730.28,290.24,14977.99,308.6915789,3766.98,7963.3,11.0,15.0,12.0
527,47.0,10488.6,233.21,14214.48,223.1617021,3303.51,7185.09,17.0,16.0,14.0
528,62.0,21472.78,167.72,12540.18,346.3351613,5629.44,15843.34,21.0,21.0,20.0
529,51.0,15346.52,173.7,13784.4,300.9121569,1901.88,13444.64,15.0,17.0,19.0
530,57.0,16586.31,167.72,13988.12,290.9878947,4516.27,12070.04,21.0,14.0,22.0
531,46.0,12935.83,703.26,13586.99,281.2136957,3980.54,8955.29,15.0,15.0,16.0
532,58.0,15281.04,151.42,13054.54,263.4662069,3482.46,11798.58,21.0,14.0,23.0
533,55.0,16690.98,213.36,11726.47,303.4723636,3025.67,13665.31,20.0,22.0,13.0
534,41.0,14798.98,112.76,14833.34,360.9507317,3784.46,11014.52,16.0,13.0,12.0
535,32.0,8387.33,341.24,14350.11,262.1040625,2897.14,5490.19,10.0,11.0,11.0
536,54.0,15350.24,187.65,14401.17,284.2637037,3298.78,12051.46,20.0,12.0,22.0
537,66.0,18939.19,259.44,13586.06,286.9574242,4560.6,14378.59,24.0,22.0,20.0
538,53.0,16189.49,399.0,13784.4,305.4620755,5162.19,11027.3,14.0,17.0,22.0
539,52.0,14409.2,312.19,14804.7,277.1,3534.27,10874.93,13.0,19.0,20.0
540,38.0,10092.53,246.57,13913.92,265.5928947,842.51,9250.02,7.0,19.0,12.0
541,51.0,15337.09,101.25,14453.35,300.7272549,3219.43,12117.66,14.0,24.0,13.0
542,41.0,9356.49,135.96,13793.53,228.2070732,2279.44,7077.05,11.0,16.0,14.0
543,46.0,14425.97,173.7,14833.34,313.6080435,3992.45,10433.52,13.0,16.0,17.0
544,52.0,13145.95,250.93,12709.58,252.8067308,1178.9,11967.05,19.0,15.0,18.0
545,59.0,21092.27,137.42,14631.88,357.4961017,2388.31,18703.96,16.0,16.0,27.0
546,54.0,14795.07,160.83,14904.9,273.9827778,3464.04,11331.03,19.0,14.0,21.0
547,66.0,21257.62,321.21,12470.62,322.0851515,5777.71,15479.91,24.0,23.0,19.0
548,52.0,17456.97,112.76,14464.3,335.7109615,2973.96,14483.01,15.0,22.0,15.0
549,49.0,14564.8,265.51,12719.93,297.2408163,4332.07,10232.73,14.0,15.0,20.0
550,60.0,17889.11,136.74,14631.88,298.1518333,5645.72,12243.39,22.0,21.0,17.0
551,41.0,11221.86,339.16,14942.78,273.7039024,3216.88,8004.98,15.0,13.0,13.0
552,60.0,21332.9,207.1,14881.77,355.5483333,5641.81,15691.09,19.0,30.0,11.0
553,50.0,14642.05,224.65,11748.86,292.841,6200.27,8441.78,14.0,19.0,17.0
554,45.0,15864.79,370.81,13869.86,352.5508889,4091.81,11772.98,13.0,16.0,16.0
555,49.0,18798.52,241.79,14942.78,383.6432653,5336.78,13461.74,17.0,19.0,13.0
556,36.0,9934.19,319.84,14143.32,275.9497222,2056.5,7877.69,13.0,13.0,10.0
557,31.0,9599.35,289.71,13648.36,309.6564516,2470.9,7128.45,12.0,12.0,7.0
558,41.0,9965.95,206.2,14798.1,243.0719512,2368.26,7597.69,12.0,14.0,15.0
559,55.0,19743.99,207.74,14494.18,358.9816364,6148.26,13595.73,19.0,20.0,16.0
560,41.0,11365.59,319.84,13988.12,277.2095122,3491.69,7873.9,12.0,9.0,20.0
561,54.0,17096.5,102.2,14798.1,316.6018519,3628.31,13468.19,23.0,13.0,18.0
562,38.0,13421.27,300.87,14928.35,353.1913158,3093.17,10328.1,14.0,11.0,13.0
563,46.0,12432.37,129.79,14783.33,270.268913,3155.84,9276.53,12.0,20.0,14.0
564,36.0,10499.57,596.16,13648.36,291.6547222,761.04,9738.53,9.0,11.0,16.0
565,62.0,23474.64,129.79,14935.5,378.6232258,6455.02,17019.62,22.0,21.0,19.0
566,63.0,19589.12,364.72,13872.03,310.9384127,4008.41,15580.71,20.0,24.0,19.0
567,59.0,18568.38,246.57,14639.28,314.7183051,4868.23,13700.15,22.0,20.0,17.0
568,39.0,10880.37,135.96,14881.77,278.9838462,4544.22,6336.15,9.0,15.0,15.0
569,53.0,14456.82,173.7,14410.44,272.7701887,2550.5,11906.32,9.0,18.0,26.0
570,40.0,10658.82,130.76,14639.28,266.4705,575.0,10083.82,11.0,14.0,15.0
571,61.0,21459.05,137.42,14977.99,351.7877049,6590.21,14868.84,21.0,22.0,18.0
572,59.0,20558.04,151.42,14395.88,348.4413559,3135.65,17422.39,16.0,19.0,24.0
573,50.0,14289.71,187.65,13586.06,285.7942,6669.7,7620.01,18.0,19.0,13.0
574,57.0,17599.39,290.24,14904.9,308.7612281,3385.14,14214.25,17.0,24.0,16.0
575,52.0,15435.26,259.44,11505.35,296.8319231,2031.63,13403.63,21.0,12.0,19.0
576,51.0,15364.38,303.68,14676.05,301.2623529,5221.74,10142.64,21.0,19.0,11.0
577,58.0,15123.62,129.79,14304.38,260.752069,4980.65,10142.97,19.0,17.0,22.0
578,42.0,10583.89,187.9,14881.77,251.997381,3784.54,6799.35,13.0,19.0,10.0
579,46.0,9749.86,232.56,13801.15,211.9534783,986.77,8763.09,20.0,16.0,10.0
